date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-08-23 11:15:00,29.5,11.8,2.66,0.01743,98.3,80.8,40500,Weekday,Thursday,Medium_Load
2018-08-23 11:30:00,20.95,4.54,1.2,0.008309,92.55,90.36,41400,Weekday,Thursday,Medium_Load
2018-08-23 11:45:00,44.89,7.88,0.07,0.018786,97.47,87.98,42300,Weekday,Thursday,Medium_Load
2018-08-23 12:00:00,79.62,26.13,5.08,0.037924,98.14,97.06,43200,Weekday,Thursday,Maximum_Load
2018-08-23 12:15:00,45.4,5.01,4.35,0.022192,96.64,98.62,44100,Weekday,Thursday,Maximum_Load
2018-08-23 12:30:00,68.79,13.75,0.13,0.033222,98.99,90.81,45000,Weekday,Thursday,Medium_Load
2018-08-23 12:45:00,86.16,32.16,3.04,0.043299,99.5,88.65,45900,Weekday,Thursday,Maximum_Load
2018-08-23 13:00:00,65.3,8.32,2.25,0.033861,77.05,82.81,46800,Weekday,Thursday,Medium_Load
2018-08-23 13:15:00,38.76,10.16,4.59,0.021456,95.3,80.63,47700,Weekday,Thursday,Maximum_Load
2018-08-23 13:30:00,64.96,11.63,1.89,0.032673,88.24,75.81,48600,Weekday,Thursday,Medium_Load
2018-08-23 13:45:00,73.08,16.64,0.0,0.037372,92.45,97.84,49500,Weekday,Thursday,Maximum_Load
2018-08-23 14:00:00,61.39,15.3,1.86,0.030904,99.82,90.55,50400,Weekday,Thursday,Medium_Load
2018-08-23 14:15:00,13.94,2.67,1.35,0.00888,86.71,87.68,51300,Weekday,Thursday,Light_Load
2018-08-23 14:30:00,48.76,7.86,1.04,0.025911,94.88,83.47,52200,Weekday,Thursday,Medium_Load
2018-08-23 14:45:00,48.52,13.68,4.92,0.0235,84.49,78.37,53100,Weekday,Thursday,Medium_Load
2018-08-23 15:00:00,72.96,21.91,2.98,0.037202,94.55,97.78,54000,Weekday,Thursday,Maximum_Load
2018-08-23 15:15:00,6.07,1.84,5.48,0.002388,77.31,86.14,54900,Weekday,Thursday,Light_Load
2018-08-23 15:30:00,73.81,25.63,2.2,0.033547,96.61,91.16,55800,Weekday,Thursday,Maximum_Load
2018-08-23 15:45:00,51.4,8.94,2.21,0.02711,91.27,83.27,56700,Weekday,Thursday,Maximum_Load
2018-08-23 16:00:00,71.06,12.26,3.34,0.036615,86.18,78.04,57600,Weekday,Thursday,Maximum_Load
2018-08-23 16:15:00,66.58,12.84,0.88,0.033248,85.29,96.38,58500,Weekday,Thursday,Maximum_Load
2018-08-23 16:30:00,17.94,1.88,6.29,0.006463,85.23,95.46,59400,Weekday,Thursday,Medium_Load
2018-08-23 16:45:00,47.15,15.87,0.63,0.024187,97.08,96.01,60300,Weekday,Thursday,Medium_Load
2018-08-23 17:00:00,80.32,15.32,0.38,0.042921,86.37,94.72,61200,Weekday,Thursday,Maximum_Load
2018-08-23 17:15:00,85.02,26.63,2.77,0.040398,99.88,87.42,62100,Weekday,Thursday,Maximum_Load
2018-08-23 17:30:00,93.99,10.66,0.46,0.044853,88.33,91.49,63000,Weekday,Thursday,Maximum_Load
2018-08-23 17:45:00,75.25,15.34,2.59,0.039984,93.91,76.67,63900,Weekday,Thursday,Maximum_Load
2018-08-23 18:00:00,25.92,9.63,0.0,0.018027,85.2,84.83,64800,Weekday,Thursday,Medium_Load
2018-08-23 18:15:00,86.09,18.68,5.93,0.040759,91.08,94.51,65700,Weekday,Thursday,Maximum_Load
2018-08-23 18:30:00,21.6,8.03,3.79,0.008028,87.59,80.68,66600,Weekday,Thursday,Maximum_Load
2018-08-23 18:45:00,9.23,0.47,3.48,0.00086,80.77,82.61,67500,Weekday,Thursday,Light_Load
2018-08-23 19:00:00,95.47,10.42,4.25,0.048398,86.9,95.94,68400,Weekday,Thursday,Maximum_Load
2018-08-23 19:15:00,18.64,8.79,4.05,0.011233,74.19,80.17,69300,Weekday,Thursday,Light_Load
2018-08-23 19:30:00,32.44,4.41,1.84,0.016181,92.19,95.05,70200,Weekday,Thursday,Medium_Load
2018-08-23 19:45:00,35.69,7.81,4.57,0.019426,95.46,95.85,71100,Weekday,Thursday,Maximum_Load
2018-08-23 20:00:00,28.0,8.55,2.43,0.010468,85.6,84.3,72000,Weekday,Thursday,Maximum_Load
2018-08-23 20:15:00,93.6,14.05,3.67,0.043842,88.75,90.26,72900,Weekday,Thursday,Maximum_Load
2018-08-23 20:30:00,73.95,28.2,5.67,0.03877,91.6,77.65,73800,Weekday,Thursday,Maximum_Load
2018-08-23 20:45:00,71.5,20.98,1.59,0.03913,76.81,86.0,74700,Weekday,Thursday,Medium_Load
2018-08-23 21:00:00,20.3,1.62,2.7,0.012786,78.92,94.34,75600,Weekday,Thursday,Medium_Load
2018-08-23 21:15:00,46.84,17.02,1.83,0.022946,98.05,94.22,76500,Weekday,Thursday,Medium_Load
2018-08-23 21:30:00,66.89,24.39,1.68,0.029813,99.05,95.56,77400,Weekday,Thursday,Medium_Load
2018-08-23 21:45:00,45.32,12.08,5.25,0.02265,88.03,90.29,78300,Weekday,Thursday,Medium_Load
2018-08-23 22:00:00,18.62,4.24,2.55,0.006416,94.88,85.95,79200,Weekday,Thursday,Medium_Load
2018-08-23 22:15:00,84.38,17.62,0.05,0.040938,86.29,99.36,80100,Weekday,Thursday,Medium_Load
2018-08-23 22:30:00,114.7,36.0,4.68,0.059476,99.12,93.6,81000,Weekday,Thursday,Maximum_Load
2018-08-23 22:45:00,39.98,8.01,3.09,0.023527,90.4,93.39,81900,Weekday,Thursday,Medium_Load
2018-08-23 23:00:00,20.26,4.78,2.44,0.010106,81.83,95.84,82800,Weekday,Thursday,Light_Load
2018-08-23 23:15:00,56.47,17.91,4.78,0.023643,95.26,96.26,83700,Weekday,Thursday,Medium_Load
2018-08-23 23:30:00,19.48,5.3,0.74,0.011516,75.58,87.33,84600,Weekday,Thursday,Light_Load
2018-08-23 23:45:00,3.62,0.0,2.51,0.002017,74.13,92.5,85500,Weekday,Thursday,Light_Load
2018-08-24 00:00:00,49.86,9.64,0.91,0.028253,86.36,85.83,0,Weekday,Friday,Medium_Load
2018-08-24 00:15:00,27.01,2.99,3.28,0.014129,89.45,90.86,900,Weekday,Friday,Light_Load
2018-08-24 00:30:00,53.22,15.74,3.08,0.028137,81.14,89.99,1800,Weekday,Friday,Medium_Load
2018-08-24 00:45:00,51.93,20.34,0.0,0.030063,85.27,90.85,2700,Weekday,Friday,Medium_Load
2018-08-24 01:00:00,12.0,4.28,0.0,0.004643,88.39,78.34,3600,Weekday,Friday,Light_Load
2018-08-24 01:15:00,33.05,10.48,1.18,0.01834,75.16,91.21,4500,Weekday,Friday,Medium_Load
2018-08-24 01:30:00,4.33,0.0,3.13,0.001475,75.99,94.45,5400,Weekday,Friday,Light_Load
2018-08-24 01:45:00,23.27,9.04,3.65,0.013471,80.88,95.58,6300,Weekday,Friday,Light_Load
2018-08-24 02:00:00,15.73,4.82,1.92,0.008831,82.73,91.25,7200,Weekday,Friday,Light_Load
2018-08-24 02:15:00,7.05,3.62,0.0,0.004408,75.52,93.44,8100,Weekday,Friday,Light_Load
2018-08-24 02:30:00,25.86,4.48,0.75,0.008705,86.58,92.49,9000,Weekday,Friday,Light_Load
2018-08-24 02:45:00,76.56,16.37,2.55,0.037081,92.9,99.35,9900,Weekday,Friday,Maximum_Load
2018-08-24 03:00:00,11.67,2.41,5.11,0.003347,73.31,93.97,10800,Weekday,Friday,Light_Load
2018-08-24 03:15:00,41.32,9.71,2.55,0.017424,84.06,99.3,11700,Weekday,Friday,Medium_Load
2018-08-24 03:30:00,17.42,10.71,4.12,0.007885,80.82,90.83,12600,Weekday,Friday,Light_Load
2018-08-24 03:45:00,22.82,9.07,1.65,0.014021,87.37,79.19,13500,Weekday,Friday,Light_Load
2018-08-24 04:00:00,12.33,6.03,5.03,0.004441,87.37,85.0,14400,Weekday,Friday,Light_Load
2018-08-24 04:15:00,64.64,15.29,2.86,0.033481,86.54,80.16,15300,Weekday,Friday,Medium_Load
2018-08-24 04:30:00,23.49,11.09,4.89,0.011882,85.49,98.76,16200,Weekday,Friday,Light_Load
2018-08-24 04:45:00,15.62,3.53,0.18,0.00575,72.99,84.47,17100,Weekday,Friday,Light_Load
2018-08-24 05:00:00,18.55,7.34,2.11,0.012303,84.41,76.56,18000,Weekday,Friday,Light_Load
2018-08-24 05:15:00,43.56,18.21,3.36,0.02135,76.07,97.15,18900,Weekday,Friday,Medium_Load
2018-08-24 05:30:00,20.48,6.51,2.81,0.007209,87.01,75.62,19800,Weekday,Friday,Light_Load
2018-08-24 05:45:00,72.79,20.97,0.17,0.038361,86.27,84.82,20700,Weekday,Friday,Medium_Load
2018-08-24 06:00:00,43.51,10.48,1.47,0.023608,87.32,95.33,21600,Weekday,Friday,Medium_Load
2018-08-24 06:15:00,52.83,21.8,2.7,0.024219,94.46,78.56,22500,Weekday,Friday,Medium_Load
2018-08-24 06:30:00,39.48,3.85,4.21,0.022207,79.41,84.66,23400,Weekday,Friday,Medium_Load
2018-08-24 06:45:00,57.88,23.83,1.16,0.028334,92.85,84.56,24300,Weekday,Friday,Medium_Load
2018-08-24 07:00:00,22.04,5.16,3.52,0.012495,71.83,86.44,25200,Weekday,Friday,Light_Load
2018-08-24 07:15:00,116.33,39.67,4.22,0.055711,98.44,86.17,26100,Weekday,Friday,Maximum_Load
2018-08-24 07:30:00,37.18,5.11,5.38,0.017351,81.98,85.89,27000,Weekday,Friday,Medium_Load
2018-08-24 07:45:00,103.3,20.27,1.29,0.050135,87.17,90.73,27900,Weekday,Friday,Maximum_Load
2018-08-24 08:00:00,68.29,11.13,2.64,0.035696,80.63,78.24,28800,Weekday,Friday,Medium_Load
2018-08-24 08:15:00,42.59,16.2,4.95,0.021032,84.27,90.88,29700,Weekday,Friday,Medium_Load
2018-08-24 08:30:00,47.06,5.97,5.56,0.022217,82.64,77.63,30600,Weekday,Friday,Medium_Load
2018-08-24 08:45:00,20.29,0.0,1.32,0.010133,70.44,98.23,31500,Weekday,Friday,Light_Load
2018-08-24 09:00:00,83.8,14.64,0.0,0.037748,95.08,99.56,32400,Weekday,Friday,Maximum_Load
2018-08-24 09:15:00,91.84,35.31,3.31,0.043633,94.25,82.44,33300,Weekday,Friday,Maximum_Load
2018-08-24 09:30:00,101.51,32.62,2.42,0.055062,88.5,88.28,34200,Weekday,Friday,Maximum_Load
2018-08-24 09:45:00,85.5,14.57,6.09,0.041225,95.53,83.46,35100,Weekday,Friday,Maximum_Load
2018-08-24 10:00:00,45.67,16.54,1.35,0.022792,82.13,90.2,36000,Weekday,Friday,Medium_Load
2018-08-24 10:15:00,92.54,25.95,2.08,0.046158,85.84,79.48,36900,Weekday,Friday,Maximum_Load
2018-08-24 10:30:00,40.93,11.73,4.13,0.022451,94.56,84.35,37800,Weekday,Friday,Medium_Load
2018-08-24 10:45:00,79.61,24.74,2.06,0.041619,98.3,98.21,38700,Weekday,Friday,Maximum_Load
2018-08-24 11:00:00,32.81,4.54,2.01,0.018222,85.78,85.21,39600,Weekday,Friday,Medium_Load
2018-08-24 11:15:00,85.13,26.63,2.43,0.041468,89.95,97.55,40500,Weekday,Friday,Maximum_Load
2018-08-24 11:30:00,94.61,6.42,1.17,0.050391,93.61,80.61,41400,Weekday,Friday,Maximum_Load
2018-08-24 11:45:00,79.94,19.14,0.74,0.0421,97.87,75.03,42300,Weekday,Friday,Maximum_Load
2018-08-24 12:00:00,33.4,15.13,0.25,0.01502,77.9,88.61,43200,Weekday,Friday,Medium_Load
2018-08-24 12:15:00,43.23,9.49,3.54,0.021349,77.77,92.91,44100,Weekday,Friday,Medium_Load
2018-08-24 12:30:00,50.3,12.56,3.76,0.022126,95.77,75.53,45000,Weekday,Friday,Medium_Load
2018-08-24 12:45:00,86.58,15.77,0.82,0.042906,88.83,86.88,45900,Weekday,Friday,Maximum_Load
2018-08-24 13:00:00,128.3,28.62,1.78,0.062958,91.58,75.15,46800,Weekday,Friday,Maximum_Load
2018-08-24 13:15:00,8.14,2.61,1.45,0.003251,87.81,95.45,47700,Weekday,Friday,Light_Load
2018-08-24 13:30:00,40.83,9.06,0.64,0.021662,97.0,77.51,48600,Weekday,Friday,Medium_Load
2018-08-24 13:45:00,54.48,24.91,4.58,0.028227,92.4,78.34,49500,Weekday,Friday,Medium_Load
2018-08-24 14:00:00,68.61,16.57,3.18,0.033272,96.66,78.56,50400,Weekday,Friday,Maximum_Load
2018-08-24 14:15:00,71.15,13.82,2.92,0.035111,78.15,94.32,51300,Weekday,Friday,Medium_Load
2018-08-24 14:30:00,82.05,16.11,5.92,0.035936,94.73,89.53,52200,Weekday,Friday,Maximum_Load
2018-08-24 14:45:00,50.12,16.12,2.56,0.023126,91.51,82.65,53100,Weekday,Friday,Medium_Load
2018-08-24 15:00:00,41.75,8.38,1.1,0.019127,76.52,86.33,54000,Weekday,Friday,Medium_Load
2018-08-24 15:15:00,101.61,31.55,1.19,0.048601,93.01,87.63,54900,Weekday,Friday,Maximum_Load
2018-08-24 15:30:00,25.09,4.37,0.0,0.010552,97.37,76.3,55800,Weekday,Friday,Medium_Load
2018-08-24 15:45:00,23.42,7.69,2.41,0.012668,77.84,90.34,56700,Weekday,Friday,Light_Load
2018-08-24 16:00:00,12.52,5.28,2.34,0.005935,70.06,91.4,57600,Weekday,Friday,Light_Load
2018-08-24 16:15:00,50.39,10.85,4.44,0.023075,95.68,85.1,58500,Weekday,Friday,Medium_Load
2018-08-24 16:30:00,65.61,11.88,3.02,0.033779,87.44,90.82,59400,Weekday,Friday,Maximum_Load
2018-08-24 16:45:00,45.32,9.64,2.95,0.020064,92.57,86.56,60300,Weekday,Friday,Medium_Load
2018-08-24 17:00:00,60.81,17.75,4.72,0.026768,88.5,77.96,61200,Weekday,Friday,Maximum_Load
2018-08-24 17:15:00,19.5,1.82,0.13,0.005806,88.9,94.26,62100,Weekday,Friday,Light_Load
2018-08-24 17:30:00,54.25,21.0,2.53,0.026198,98.18,86.96,63000,Weekday,Friday,Maximum_Load
2018-08-24 17:45:00,83.09,17.92,3.9,0.044129,94.26,84.64,63900,Weekday,Friday,Maximum_Load
2018-08-24 18:00:00,72.23,6.66,2.59,0.034788,99.97,77.34,64800,Weekday,Friday,Maximum_Load
2018-08-24 18:15:00,48.76,9.33,4.76,0.025788,94.82,83.81,65700,Weekday,Friday,Maximum_Load
2018-08-24 18:30:00,26.01,5.45,0.43,0.011406,81.12,95.86,66600,Weekday,Friday,Medium_Load
2018-08-24 18:45:00,46.84,8.7,3.32,0.023065,98.54,75.09,67500,Weekday,Friday,Medium_Load
2018-08-24 19:00:00,26.72,5.35,1.59,0.014404,77.05,91.68,68400,Weekday,Friday,Medium_Load
2018-08-24 19:15:00,4.91,5.29,1.17,0.003584,77.02,77.84,69300,Weekday,Friday,Light_Load
2018-08-24 19:30:00,45.98,12.07,4.24,0.020274,80.93,99.58,70200,Weekday,Friday,Medium_Load
2018-08-24 19:45:00,17.83,4.43,4.74,0.010247,83.11,81.44,71100,Weekday,Friday,Light_Load
2018-08-24 20:00:00,50.58,11.76,2.48,0.024766,93.45,97.69,72000,Weekday,Friday,Medium_Load
2018-08-24 20:15:00,40.14,5.17,2.9,0.022425,96.32,80.21,72900,Weekday,Friday,Medium_Load
2018-08-24 20:30:00,12.77,3.83,4.3,0.007663,82.0,85.41,73800,Weekday,Friday,Light_Load
2018-08-24 20:45:00,12.19,0.0,6.23,0.009208,85.52,87.28,74700,Weekday,Friday,Light_Load
2018-08-24 21:00:00,25.92,2.13,4.44,0.017536,75.46,99.88,75600,Weekday,Friday,Medium_Load
2018-08-24 21:15:00,13.94,3.42,0.0,0.008321,81.08,98.88,76500,Weekday,Friday,Light_Load
2018-08-24 21:30:00,61.05,20.62,3.06,0.033047,94.03,95.32,77400,Weekday,Friday,Maximum_Load
2018-08-24 21:45:00,17.14,2.78,0.52,0.008115,81.7,87.19,78300,Weekday,Friday,Light_Load
2018-08-24 22:00:00,44.53,7.62,1.81,0.022953,96.27,95.87,79200,Weekday,Friday,Medium_Load
2018-08-24 22:15:00,10.33,1.86,3.37,0.006985,83.81,83.51,80100,Weekday,Friday,Medium_Load
2018-08-24 22:30:00,20.92,6.34,1.67,0.012419,75.18,86.85,81000,Weekday,Friday,Light_Load
2018-08-24 22:45:00,35.56,10.39,0.26,0.018744,78.42,77.39,81900,Weekday,Friday,Medium_Load
2018-08-24 23:00:00,8.87,2.32,3.27,0.005533,77.57,97.65,82800,Weekday,Friday,Light_Load
2018-08-24 23:15:00,58.36,7.22,0.25,0.032943,85.31,90.45,83700,Weekday,Friday,Medium_Load
2018-08-24 23:30:00,41.9,8.55,0.0,0.020235,91.45,87.39,84600,Weekday,Friday,Medium_Load
2018-08-24 23:45:00,19.45,2.52,1.4,0.009695,70.41,77.41,85500,Weekday,Friday,Light_Load
2018-08-25 00:00:00,9.77,3.47,0.0,0.004498,80.88,92.0,0,Weekend,Saturday,Light_Load
2018-08-25 00:15:00,21.76,6.68,0.62,0.009669,77.63,76.41,900,Weekend,Saturday,Light_Load
2018-08-25 00:30:00,17.23,4.28,1.71,0.009585,79.17,76.65,1800,Weekend,Saturday,Light_Load
2018-08-25 00:45:00,19.21,7.67,3.51,0.010988,89.18,90.07,2700,Weekend,Saturday,Light_Load
2018-08-25 01:00:00,82.72,14.21,0.6,0.043581,91.25,97.67,3600,Weekend,Saturday,Maximum_Load
2018-08-25 01:15:00,29.65,4.93,3.26,0.010261,78.26,99.95,4500,Weekend,Saturday,Light_Load
2018-08-25 01:30:00,74.97,15.17,0.42,0.037941,81.42,75.28,5400,Weekend,Saturday,Medium_Load
2018-08-25 01:45:00,3.0,0.0,2.59,0.003385,89.52,88.58,6300,Weekend,Saturday,Light_Load
2018-08-25 02:00:00,61.4,18.77,2.13,0.031102,87.8,86.53,7200,Weekend,Saturday,Medium_Load
2018-08-25 02:15:00,9.14,1.54,0.91,0.005958,74.94,76.02,8100,Weekend,Saturday,Light_Load
2018-08-25 02:30:00,55.69,8.97,0.28,0.027716,79.49,76.59,9000,Weekend,Saturday,Medium_Load
2018-08-25 02:45:00,21.63,6.86,2.1,0.012386,88.16,80.17,9900,Weekend,Saturday,Medium_Load
2018-08-25 03:00:00,21.76,5.31,2.63,0.007523,71.58,80.31,10800,Weekend,Saturday,Light_Load
2018-08-25 03:15:00,12.07,2.37,1.38,0.005581,87.26,90.46,11700,Weekend,Saturday,Light_Load
2018-08-25 03:30:00,79.79,19.57,3.36,0.040084,99.24,86.29,12600,Weekend,Saturday,Maximum_Load
2018-08-25 03:45:00,42.68,6.64,0.29,0.022217,89.41,91.39,13500,Weekend,Saturday,Medium_Load
2018-08-25 04:00:00,13.45,0.59,4.03,0.007787,70.62,76.43,14400,Weekend,Saturday,Light_Load
2018-08-25 04:15:00,13.83,5.51,0.33,0.008953,80.39,86.53,15300,Weekend,Saturday,Light_Load
2018-08-25 04:30:00,16.44,2.78,4.91,0.011601,79.93,86.56,16200,Weekend,Saturday,Light_Load
2018-08-25 04:45:00,18.5,1.92,2.7,0.01068,86.35,98.43,17100,Weekend,Saturday,Light_Load
2018-08-25 05:00:00,22.41,3.9,0.0,0.008668,78.22,95.83,18000,Weekend,Saturday,Light_Load
2018-08-25 05:15:00,34.79,8.34,5.67,0.017602,84.14,90.17,18900,Weekend,Saturday,Light_Load
2018-08-25 05:30:00,12.38,0.0,0.28,0.004562,85.32,78.92,19800,Weekend,Saturday,Light_Load
2018-08-25 05:45:00,51.89,8.18,5.86,0.02575,95.25,89.37,20700,Weekend,Saturday,Medium_Load
2018-08-25 06:00:00,61.59,23.83,0.33,0.030421,75.1,98.86,21600,Weekend,Saturday,Medium_Load
2018-08-25 06:15:00,14.32,8.07,5.68,0.005301,78.22,76.25,22500,Weekend,Saturday,Light_Load
2018-08-25 06:30:00,16.1,3.54,2.74,0.008234,95.41,86.51,23400,Weekend,Saturday,Medium_Load
2018-08-25 06:45:00,4.63,0.0,4.75,0.002817,84.44,90.0,24300,Weekend,Saturday,Light_Load
2018-08-25 07:00:00,16.52,1.84,4.01,0.006711,85.48,90.57,25200,Weekend,Saturday,Medium_Load
2018-08-25 07:15:00,120.54,37.58,0.0,0.063755,98.0,85.69,26100,Weekend,Saturday,Maximum_Load
2018-08-25 07:30:00,58.83,21.15,0.49,0.030189,81.95,88.48,27000,Weekend,Saturday,Medium_Load
2018-08-25 07:45:00,25.53,2.73,2.75,0.013112,79.25,76.8,27900,Weekend,Saturday,Light_Load
2018-08-25 08:00:00,27.18,3.39,0.0,0.011717,77.16,76.79,28800,Weekend,Saturday,Light_Load
2018-08-25 08:15:00,40.53,13.04,4.48,0.02019,97.58,97.64,29700,Weekend,Saturday,Medium_Load
2018-08-25 08:30:00,83.51,11.02,2.23,0.04361,75.44,95.53,30600,Weekend,Saturday,Medium_Load
2018-08-25 08:45:00,95.47,18.66,5.56,0.048483,95.48,76.54,31500,Weekend,Saturday,Maximum_Load
2018-08-25 09:00:00,47.44,8.72,1.78,0.025658,85.09,92.26,32400,Weekend,Saturday,Medium_Load
2018-08-25 09:15:00,64.95,5.47,2.44,0.032914,98.98,99.17,33300,Weekend,Saturday,Medium_Load
2018-08-25 09:30:00,58.05,21.36,0.0,0.031267,85.55,84.97,34200,Weekend,Saturday,Medium_Load
2018-08-25 09:45:00,67.8,7.46,2.03,0.031468,76.58,86.06,35100,Weekend,Saturday,Medium_Load
2018-08-25 10:00:00,28.65,4.59,2.37,0.012804,89.65,95.97,36000,Weekend,Saturday,Light_Load
2018-08-25 10:15:00,80.15,24.37,0.65,0.041945,91.32,87.99,36900,Weekend,Saturday,Maximum_Load
2018-08-25 10:30:00,18.41,7.28,0.56,0.010574,89.68,96.6,37800,Weekend,Saturday,Light_Load
2018-08-25 10:45:00,68.42,14.66,2.69,0.032234,93.26,79.13,38700,Weekend,Saturday,Maximum_Load
2018-08-25 11:00:00,3.27,3.4,3.84,0.000597,85.33,87.61,39600,Weekend,Saturday,Light_Load
2018-08-25 11:15:00,58.53,16.31,4.82,0.032924,86.64,96.55,40500,Weekend,Saturday,Medium_Load
2018-08-25 11:30:00,60.01,17.36,0.0,0.032873,94.75,93.34,41400,Weekend,Saturday,Medium_Load
2018-08-25 11:45:00,45.68,4.55,0.46,0.022301,88.76,77.39,42300,Weekend,Saturday,Maximum_Load
2018-08-25 12:00:00,34.24,17.65,3.62,0.013275,84.35,82.52,43200,Weekend,Saturday,Medium_Load
2018-08-25 12:15:00,15.12,0.0,3.52,0.006025,89.0,76.61,44100,Weekend,Saturday,Light_Load
2018-08-25 12:30:00,46.62,11.39,2.58,0.025055,86.67,99.48,45000,Weekend,Saturday,Medium_Load
2018-08-25 12:45:00,30.38,6.71,4.85,0.015878,80.36,94.54,45900,Weekend,Saturday,Light_Load
2018-08-25 13:00:00,8.69,2.56,2.66,0.003174,82.51,82.88,46800,Weekend,Saturday,Light_Load
2018-08-25 13:15:00,12.02,6.84,3.24,0.009016,84.49,89.58,47700,Weekend,Saturday,Light_Load
2018-08-25 13:30:00,18.29,3.73,3.84,0.008584,74.33,90.04,48600,Weekend,Saturday,Light_Load
2018-08-25 13:45:00,37.54,13.42,2.21,0.019102,97.29,92.68,49500,Weekend,Saturday,Medium_Load
2018-08-25 14:00:00,72.4,27.42,2.83,0.037195,86.65,91.77,50400,Weekend,Saturday,Maximum_Load
2018-08-25 14:15:00,70.48,23.37,2.21,0.035317,88.98,94.82,51300,Weekend,Saturday,Maximum_Load
2018-08-25 14:30:00,13.82,3.09,4.77,0.009525,71.63,94.32,52200,Weekend,Saturday,Light_Load
2018-08-25 14:45:00,10.3,1.81,3.78,0.007514,80.65,98.5,53100,Weekend,Saturday,Light_Load
2018-08-25 15:00:00,16.92,2.22,0.0,0.007728,86.14,82.44,54000,Weekend,Saturday,Light_Load
2018-08-25 15:15:00,14.1,1.15,2.8,0.00638,76.14,94.27,54900,Weekend,Saturday,Light_Load
2018-08-25 15:30:00,3.0,0.0,0.91,0.00043,89.87,83.14,55800,Weekend,Saturday,Light_Load
2018-08-25 15:45:00,3.0,0.0,1.12,0.003537,70.27,82.98,56700,Weekend,Saturday,Light_Load
2018-08-25 16:00:00,33.16,4.64,2.86,0.018468,89.38,88.5,57600,Weekend,Saturday,Medium_Load
2018-08-25 16:15:00,55.22,16.41,5.34,0.0264,85.25,87.85,58500,Weekend,Saturday,Medium_Load
2018-08-25 16:30:00,30.61,7.18,3.0,0.017034,83.15,99.82,59400,Weekend,Saturday,Medium_Load
2018-08-25 16:45:00,13.26,5.09,1.89,0.006711,84.29,99.32,60300,Weekend,Saturday,Light_Load
2018-08-25 17:00:00,49.15,14.64,5.0,0.020279,80.21,83.08,61200,Weekend,Saturday,Medium_Load
2018-08-25 17:15:00,48.2,9.49,1.95,0.024979,96.5,83.95,62100,Weekend,Saturday,Medium_Load
2018-08-25 17:30:00,5.66,3.22,2.6,0.001326,87.67,93.16,63000,Weekend,Saturday,Light_Load
2018-08-25 17:45:00,3.0,2.45,1.08,0.001361,72.8,76.17,63900,Weekend,Saturday,Light_Load
2018-08-25 18:00:00,3.0,0.33,4.0,0.0,71.32,84.81,64800,Weekend,Saturday,Light_Load
2018-08-25 18:15:00,33.78,8.15,0.0,0.015897,74.05,79.82,65700,Weekend,Saturday,Light_Load
2018-08-25 18:30:00,46.87,10.75,2.89,0.023288,76.03,80.93,66600,Weekend,Saturday,Medium_Load
2018-08-25 18:45:00,24.82,7.21,3.5,0.016925,86.41,84.25,67500,Weekend,Saturday,Light_Load
2018-08-25 19:00:00,27.67,9.19,4.05,0.010988,77.28,93.88,68400,Weekend,Saturday,Medium_Load
2018-08-25 19:15:00,20.25,4.5,3.21,0.01338,77.15,86.8,69300,Weekend,Saturday,Light_Load
2018-08-25 19:30:00,33.23,5.0,3.53,0.012884,95.21,92.46,70200,Weekend,Saturday,Medium_Load
2018-08-25 19:45:00,10.28,3.65,1.82,0.005169,85.88,98.48,71100,Weekend,Saturday,Light_Load
2018-08-25 20:00:00,36.37,8.56,0.0,0.016378,83.09,91.88,72000,Weekend,Saturday,Medium_Load
2018-08-25 20:15:00,3.81,1.71,3.63,0.000637,77.81,87.97,72900,Weekend,Saturday,Light_Load
2018-08-25 20:30:00,4.12,2.25,3.4,0.000459,80.69,78.05,73800,Weekend,Saturday,Light_Load
2018-08-25 20:45:00,40.65,15.82,1.11,0.019407,82.63,98.66,74700,Weekend,Saturday,Medium_Load
2018-08-25 21:00:00,32.66,10.8,1.56,0.017609,96.54,93.04,75600,Weekend,Saturday,Medium_Load
2018-08-25 21:15:00,12.72,3.23,0.0,0.004251,88.16,79.44,76500,Weekend,Saturday,Light_Load
2018-08-25 21:30:00,29.39,7.57,3.5,0.012601,81.52,89.74,77400,Weekend,Saturday,Medium_Load
2018-08-25 21:45:00,52.83,4.93,0.9,0.026391,82.25,77.77,78300,Weekend,Saturday,Medium_Load
2018-08-25 22:00:00,35.6,15.25,1.44,0.020186,85.8,95.31,79200,Weekend,Saturday,Medium_Load
2018-08-25 22:15:00,67.34,17.05,0.17,0.035027,88.49,77.34,80100,Weekend,Saturday,Medium_Load
2018-08-25 22:30:00,42.33,11.41,3.97,0.021714,91.9,95.18,81000,Weekend,Saturday,Medium_Load
2018-08-25 22:45:00,12.58,6.94,3.65,0.008649,83.06,84.44,81900,Weekend,Saturday,Light_Load
2018-08-25 23:00:00,26.53,9.32,5.23,0.013445,83.51,89.62,82800,Weekend,Saturday,Light_Load
2018-08-25 23:15:00,10.06,0.89,1.75,0.005457,89.28,98.6,83700,Weekend,Saturday,Light_Load
